temperature_K,zero_vibr_energy,log10_k_diss_level_0,log10_k_diss_level_1,log10_k_diss_level_2,log10_k_diss_level_3,log10_k_diss_level_4,log10_k_diss_level_5,log10_k_diss_level_6,log10_k_diss_level_7,log10_k_diss_level_8,log10_k_diss_level_9,log10_k_diss_level_10,log10_k_diss_level_11,log10_k_diss_level_12,log10_k_diss_level_13,log10_k_diss_level_14,log10_k_diss_level_15,log10_k_diss_level_16,log10_k_diss_level_17,log10_k_diss_level_18,log10_k_diss_level_19,log10_k_diss_level_20,log10_k_diss_level_21,log10_k_diss_level_22,log10_k_diss_level_23,log10_k_diss_level_24,log10_k_diss_level_25,log10_k_diss_level_26,log10_k_diss_level_27,log10_k_diss_level_28,log10_k_diss_level_29,log10_k_diss_level_30,log10_k_diss_level_31,log10_k_diss_level_32,log10_k_diss_level_33,log10_k_diss_level_34,log10_k_diss_level_35,log10_k_diss_level_36,log10_k_diss_level_37,log10_k_diss_level_38,log10_k_diss_level_39,log10_k_diss_level_40,log10_k_diss_level_41,log10_k_diss_level_42,log10_k_diss_level_43,log10_k_diss_level_44,log10_k_diss_level_45,log10_k_diss_level_46,reaction_N2N,reaction_N2N2,reaction_N2O,reaction_NON,reaction_NOO,reaction_O2O,reaction_O2O2
1250,0.145395613296594,-52.39336385440603,-51.11666316853822,-49.85565596172053,-48.61034223395296,-47.3807219852355,-46.16679521556819,-44.96856192495098,-43.78602211338393,-42.619175780866975,-41.46802292740017,-40.33256355298347,-39.21279765761688,-38.108725241300434,-37.02034630403409,-35.9476608458179,-34.89066886665181,-33.84937036653582,-32.82376534546999,-31.813853803454304,-30.819635740488717,-29.84111115657324,-28.878280051707907,-27.931142425892684,-26.999698279127564,-26.083947611412587,-25.183890422747766,-24.29952671313304,-23.430856482568426,-22.577879731053958,-21.740596458589597,-20.919006665175345,-20.11311035081123,-19.32290751549727,-18.548398159233415,-17.789582282019662,-17.046459883856052,-16.31903096474256,-15.607295524679207,-14.911253563665962,-14.230905081702817,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1300,0.145395613296594,-50.788977842335555,-49.55930169419532,-48.34474098938717,-47.14529572791111,-45.960965909767125,-44.79175153495526,-43.63765260347546,-42.49866911532778,-41.37480107051217,-40.26604846902867,-39.172411310877244,-38.09388959605789,-37.03048332457065,-35.982192496415486,-34.94901711159243,-33.93095717010145,-32.92801267194254,-31.940183617115743,-30.96747000562106,-30.009871837458448,-29.067389112627907,-28.140021831129484,-27.227769992963132,-26.330633598128852,-25.44861264662668,-24.58170713845663,-23.72991707361864,-22.893242452112737,-22.071683273938937,-21.265239539097212,-20.47391124758756,-19.697698399410022,-18.936600994564596,-18.190619033051245,-17.45975251486996,-16.744001440020792,-16.0433658085037,-15.357845620318722,-14.687440875465807,-14.03215157394497,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1350,0.145395613296594,-49.3022312033522,-48.116136317131534,-46.94462116401072,-45.78768574398977,-44.64533005706866,-43.51755410324745,-42.40435788252607,-41.30574139490459,-40.22170464038294,-39.15224761896118,-38.09737033063926,-37.05707277541719,-36.031354953295,-35.020216864272655,-34.023658508350195,-33.04167988552757,-32.0742809958048,-31.121461839181915,-30.18322241565891,-29.25956272523575,-28.350482767912435,-27.455982543689004,-26.576062052565415,-25.71072129454167,-24.859960269617808,-24.023778977793835,-23.2021774190697,-22.395155593445413,-21.602713500921013,-20.824851141496453,-20.061568515171736,-19.3128656219469,-18.57874246182196,-17.85919903479686,-17.154235340871598,-16.46385138004622,-15.788047152320695,-15.126822657695051,-14.480177896169243,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1400,0.145395613296594,-47.92057362538045,-46.774983488175266,-45.64347519099513,-44.52604873384005,-43.42270411670999,-42.333441339605,-41.25826040252504,-40.19716130547015,-39.150144048440296,-38.1172086314355,-37.098355054455745,-36.093583317501015,-35.10289342057135,-34.12628536366672,-33.16375914678715,-32.21531476993261,-31.280952233103108,-30.360671536298675,-29.454472679519306,-28.562355662764965,-27.684320486035656,-26.820367149331414,-25.970495652652204,-25.134705995998022,-24.312998179368908,-23.505372202764867,-22.711828066185845,-21.932365769631865,-21.166985313102945,-20.415686696599057,-19.6784699201202,-18.95533498366641,-18.24628188723769,-17.551310630834003,-16.870421214455337,-16.20361363810174,-15.550887901773182,-14.91224400546969,-14.28768194919122,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1450,0.145395613296594,-46.633181701766276,-45.52533616196101,-44.43110849748248,-43.350498708330676,-42.2835067945056,-41.230132756007286,-40.19037659283569,-39.16423830499085,-38.15171789247274,-37.152815355281376,-36.167530693416744,-35.19586390687882,-34.23781499566766,-33.29338395978322,-32.36257079922554,-31.44537551399457,-30.54179810409033,-29.651838569512844,-28.775496910262117,-27.91277312633811,-27.06366721774082,-26.22817918447029,-25.406309026526483,-24.598056743909392,-23.80342233661906,-23.022405804655488,-22.25500714801863,-21.501226366708497,-20.761063460725122,-20.034518430068466,-19.321591274738534,-18.622281994735356,-17.936590590058934,-17.264517060709235,-16.60606140668626,-15.961223627990028,-15.330003724620529,-14.712401696577787,-14.108417543861766,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1500,0.145395613296594,-45.430671583610426,-44.358084827815716,-43.29868253880153,-42.25246471656787,-41.21943136111473,-40.199582472442145,-39.19291805055007,-38.19943809543855,-37.21914260710754,-36.25203158555709,-35.29810503078715,-34.35736294279772,-33.429805321588844,-32.51543216716048,-31.614243479512673,-30.726239258645375,-29.851419504558592,-28.989784217252364,-28.141333396726683,-27.306067042981518,-26.483985156016864,-25.67508773583276,-24.879374782429178,-24.096846295806106,-23.327502275963585,-22.571342722901615,-21.828367636620158,-21.09857701711922,-20.381970864398824,-19.67854917845895,-18.98831195929959,-18.31125920692078,-17.64739092132252,-16.996707102504775,-16.359207750467544,-15.734892865210856,-15.123762446734696,-14.525816495039082,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1550,0.145395613296594,-44.30486717701131,-43.265292467044205,-42.23849643269973,-41.2244790739779,-40.2232403908787,-39.23478038340216,-38.25909905154824,-37.29619639531699,-36.34607241470836,-35.408727109722385,-34.48416048035904,-33.57237252661832,-32.67336324850026,-31.787132646004824,-30.91368071913205,-30.053007467881894,-29.20511289225437,-28.369996992249508,-27.5476597678673,-26.73810121910772,-25.941321345970763,-25.157320148456467,-24.386097626564798,-23.627653780295756,-22.88198860964937,-22.14910211462564,-21.42899429522454,-20.721665151446068,-20.02711468329025,-19.345342890757063,-18.6763497738465,-18.020135332558592,-17.376699566893347,-16.746042476850725,-16.128164062430734,-15.523064323633395,-14.93074326045869,-14.351200872906642,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1600,0.145395613296594,-43.24861174801771,-42.24001165292397,-41.24380948683388,-40.260005249747444,-39.28859894166465,-38.32959056258554,-37.38298011251006,-36.448767591438255,-35.526952999370096,-34.617536336305605,-33.720517602244755,-32.835896797187544,-31.96367392113401,-31.103848974084116,-30.256421956037894,-29.421392866995312,-28.59876170695637,-27.7885284759211,-26.990693173889508,-26.205255800861554,-25.432216356837237,-24.671574841816593,-23.923331255799596,-23.187485598786232,-22.464037870776547,-21.752988071770535,-21.054336201768155,-20.368082260769423,-19.694226248774363,-19.032768165782944,-18.38370801179516,-17.747045786811054,-17.12278149083062,-16.510915123853827,-15.911446685880673,-15.32437617691119,-14.749703596945356,-14.187428945983191,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1650,0.145395613296594,-42.25561373754401,-41.27613486357882,-40.308695954312284,-39.353297009744416,-38.4099380298752,-37.47861901470468,-36.559339964232805,-35.65210087845961,-34.75690175738508,-33.873742601009226,-33.002623409332024,-32.14354418235347,-31.296504920073613,-30.4615056224924,-29.638546289609874,-28.827626921425995,-28.028747517940772,-27.241908079154236,-26.467108605066386,-25.704349095677184,-24.953629550986633,-24.21494997099477,-23.488310355701557,-22.773710705106996,-22.071151019211122,-21.38063129801393,-20.702151541515388,-20.035711749715507,-19.3813119226143,-18.73895206021175,-18.108632162507856,-17.49035222950264,-16.884112261196112,-16.289912257588238,-15.707752218679014,-15.137632144468467,-14.579552034956587,-14.033511890143384,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1700,0.145395613296594,-41.32031975057161,-40.36827117701182,-39.42792538900642,-38.49928238655541,-37.58234216965879,-36.67710473831658,-35.78357009252875,-34.90173823229534,-34.0316091576163,-33.173182868491686,-32.326459364921455,-31.491438646905596,-30.668120714444157,-29.856505567537095,-29.05659320618445,-28.268383630386186,-27.491876840142304,-26.727072835452834,-25.97397161631778,-25.232573182737106,-24.502877534710812,-23.784884672238935,-23.078594595321437,-22.384007303958324,-21.701122798149623,-21.029941077895334,-20.370462143195425,-19.7226859940499,-19.08661263045879,-18.46224205242206,-17.849574259939715,-17.24860925301178,-16.659347031638255,-16.08178759581912,-15.515930945554365,-14.961777080844016,-14.419326001688058,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1750,0.145395613296594,-40.43780929056981,-39.5116440774007,-38.59686348596065,-37.69346751624964,-36.80145616826766,-35.920829442014764,-35.05158733749089,-34.193729854696095,-33.34725699363033,-32.51216875429363,-31.688465136685966,-30.87614614080734,-30.075211766657777,-29.285662014237253,-28.507496883545794,-27.740716374583368,-26.98532048734998,-26.24130922184566,-25.50868257807041,-24.78744055602419,-24.077583155707007,-23.37911037711889,-22.69202222025981,-22.016318685129768,-21.351999771728785,-20.699065480056873,-20.057515810113998,-19.427350761900158,-18.808570335415382,-18.201174530659646,-17.605163347632942,-17.020536786335306,-16.447294846766738,-15.885437528927204,-15.334964832816706,-14.79587675843527,-14.268173305782877,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1800,0.145395613296594,-39.60370701538441,-38.70200627197084,-37.81138942776941,-36.931856482780134,-36.063407437003,-35.206042290438035,-34.3597610430852,-33.52456369494454,-32.70045024601601,-31.887420696299653,-31.08547504579543,-30.294613294503346,-29.51483544242343,-28.746141489555647,-27.988531435900036,-27.242005281456557,-26.50656302622522,-25.782204670206045,-25.068930213399042,-24.36673965580417,-23.67563299742144,-22.995610238250876,-22.32667137829245,-21.66881641754616,-21.02204535601204,-20.386358193690086,-19.761754930580263,-19.14823556668258,-18.545800101997067,-17.95444853652369,-17.37418087026245,-16.804997103213378,-16.24689723537647,-15.699881266751701,-15.163949197339072,-14.639101027138603,-14.125336756150277,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1850,0.145395613296594,-38.81410920322944,-37.935568303574506,-37.06782661735779,-36.210884144579296,-35.36474088523901,-34.52939683933697,-33.70485200687314,-32.89110638784754,-32.088159982260166,-31.29601279011102,-30.514664811400085,-29.74411604612736,-28.984366494292875,-28.235416155896598,-27.49726503093856,-26.76991311941873,-26.053360421337114,-25.347606936693737,-24.6526526654886,-23.968497607721666,-23.295141763392948,-22.632585132502467,-21.980827715050197,-21.339869511036134,-20.709710520460312,-20.090350743322727,-19.48179017962335,-18.884028829362187,-18.29706669253926,-17.720903769154546,-17.15554005920804,-16.600975562699773,-16.057210279629743,-15.524244209997924,-15.002077353804317,-14.490709711048945,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1900,0.145395613296594,-38.06552181389949,-37.20893842030062,-36.36288433375934,-35.527359554275634,-34.7023640818495,-33.88789791648097,-33.08396105817001,-32.290553506916645,-31.50767526272085,-30.73532632558265,-29.973506695502024,-29.222216372478965,-28.481455356513504,-27.751223647605617,-27.03152124575532,-26.322348150962597,-25.623704363227443,-24.935589882549888,-24.258004708929935,-23.590948842367542,-22.934422282862723,-22.288425030415503,-21.652957085025854,-21.028018446693768,-20.413609115419284,-19.8097290912024,-19.21637837404308,-18.633556963941334,-18.061264860897186,-17.499502064910605,-16.948268575981594,-16.407564394110178,-15.877389519296367,-15.35774395154012,-14.848627690841449,-14.350040737200366,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
1950,0.145395613296594,-37.35480806621288,-36.51907168372102,-35.693608352348534,-34.87841807209543,-34.07350084296168,-33.27885666494733,-32.49448553805233,-31.720387462276737,-30.9565624376205,-30.20301046408366,-29.45973154166618,-28.726725670368065,-28.00399285018934,-27.29153308112998,-26.589346363190014,-25.897432696369407,-25.215792080668162,-24.544424516086316,-23.883330002623858,-23.23250854028076,-22.591960129057032,-21.96168476895269,-21.34168245996771,-20.7319532021021,-20.13249699535588,-19.543313839729052,-18.96440373522158,-18.39576668183348,-17.837402679564768,-17.28931172841542,-16.75149382838544,-16.22394897947484,-15.706677181683641,-15.199678435011807,-14.702952739459333,-14.216500095026246,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2000,0.145395613296594,-36.679143868114316,-35.863226700695684,-35.05733896234783,-34.26148065307074,-33.47565177286442,-32.69985232172888,-31.93408229966412,-31.178341706670142,-30.432630542746928,-29.696948807894504,-28.971296502112843,-28.255673625401943,-27.550080177761835,-26.854516159192485,-26.16898156969393,-25.493476409266137,-24.828000677909106,-24.172554375622866,-23.527137502407413,-22.891750058262726,-22.2663920431888,-21.651063457185668,-21.045764300253293,-20.450494572391683,-19.86525427360086,-19.290043403880833,-18.724861963231564,-18.16970995165306,-17.62458736914535,-17.089494215708395,-16.564430491342208,-16.049396196046807,-15.544391329822199,-15.049415892668353,-14.56446988458527,-14.089553305572975,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2050,0.145395613296594,-36.035979760169916,-35.238928678515045,-34.45167511995254,-33.6742190844824,-32.90656057210462,-32.14869958281922,-31.40063611662617,-30.662370173525503,-29.93390175351719,-29.21523085660126,-28.506357482777684,-27.80728163204646,-27.118003304407615,-26.43852249986113,-25.76883921840702,-25.108953460045267,-24.458865224775867,-23.81857451259885,-23.18808132351421,-22.56738565752193,-21.956487514621998,-21.35538689481445,-20.764083798099257,-20.182578224476416,-19.610870173945955,-19.04895964650788,-18.49684664216215,-17.954531160908783,-17.422013202747788,-16.899292767679153,-16.386369855702874,-15.88324446681897,-15.389916601027453,-14.906386258328286,-14.432653438721475,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2100,0.145395613296594,-35.42300828805574,-34.643937750598994,-33.874443715523334,-33.114526182828754,-32.36418515251525,-31.62342062458284,-30.89223259903151,-30.17062107586128,-29.458586055072125,-28.756127536664067,-28.063245520637086,-27.379940006991177,-26.706210995726366,-26.042058486842627,-25.387482480339994,-24.74248297621843,-24.10705997447794,-23.48121347511855,-22.864943478140265,-22.25824998354305,-21.661132991326905,-21.073592501491863,-20.495628514037897,-19.927241028965,-19.368430046273208,-18.819195565962513,-18.279537588032888,-17.749456112484342,-17.228951139316894,-16.71802266853052,-16.216670700125217,-15.724895234101016,-15.242696270457918,-14.77007380919589,-14.307027850314938,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2150,0.145395613296594,-34.838135921207304,-34.07622171566486,-33.323673123186644,-32.58049014377266,-31.846672777422885,-31.12222102413736,-30.407134883916047,-29.70141435675898,-29.00505944266613,-28.31807014163752,-27.640446453673125,-26.972188378772948,-26.31329591693701,-25.663769068165294,-25.02360783245782,-24.392812209814558,-23.77138220023551,-23.15931780372071,-22.55661902027015,-21.96328584988381,-21.37931829256168,-20.804716348303796,-20.23948001711013,-19.683609298980677,-19.13710419391547,-18.599964701914498,-18.072190822977745,-17.55378255710521,-17.044739904296918,-16.545062864552843,-16.054751437872984,-15.573805624257364,-15.102225423705987,-14.640010836218828,-14.187161861795888,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2200,0.145395613296594,-34.279458795167876,-33.533932488973164,-32.797570352263975,-32.07037238504032,-31.35233858730218,-30.64346895904959,-29.94376350028251,-29.253222211000974,-28.57184509120496,-27.899632140894482,-27.236583360069524,-26.582698748730085,-25.937978306876186,-25.302422034507806,-24.676029931624967,-24.058801998227647,-23.45073823431584,-22.851838639889582,-22.262103214948862,-21.68153195949366,-21.110124873523976,-20.547881957039834,-19.99480321004121,-19.450888632528102,-18.916138224500536,-18.390551985958513,-17.874129916902007,-17.36687201733102,-16.868778287245572,-16.379848726645644,-15.900083335531235,-15.429482113902363,-14.968045061759037,-14.51577217910123,-14.072663465928938,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2250,0.145395613296594,-33.74524168349547,-33.01538568884143,-32.294501240837654,-31.582588339484168,-30.87964698478095,-30.185677176728035,-29.50067891532539,-28.824652200573045,-28.157597032470967,-27.499513411019183,-26.850401336217676,-26.210260808066437,-25.579091826565495,-24.956894391714826,-24.34366850351445,-23.739414161964348,-23.14413136706452,-22.557820118814984,-21.980480417215748,-21.41211226226678,-20.852715653968087,-20.302290592319686,-19.760837077321558,-19.2283551089737,-18.704844687276143,-18.19030581222888,-17.684738483831886,-17.188142702085166,-16.70051846698874,-16.22186577854259,-15.752184636746708,-15.291475041601123,-14.839736993105834,-14.396970491260817,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2300,0.145395613296594,-33.2338997083233,-32.519042881842154,-31.812973229014478,-31.11569074984026,-30.427195444319505,-29.747487312452225,-29.076566354238405,-28.414432569678066,-27.76108595877118,-27.116526521517773,-26.480754257917823,-25.85376916797133,-25.235571251678316,-24.626160509038755,-24.025536940052675,-23.43370054472005,-22.850651323040882,-22.27638927501519,-21.710914400642984,-21.15422669992423,-20.60632617285893,-20.06721281944711,-19.536886639688753,-19.015347633583843,-18.502595801132415,-17.998631142334467,-17.503453657189972,-17.017063345698936,-16.539460207861378,-16.07064424367728,-15.610615453146636,-15.159373836269467,-14.71691939304578,-14.28325212347555,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2350,0.145395613296594,-32.743982382151145,-32.04349609114978,-31.35162032809314,-30.66835509298124,-29.993700385814066,-29.327656206591644,-28.67022255531395,-28.021399431981,-27.38118683659278,-26.74958476914931,-26.126593229650563,-25.512212218096547,-24.906441734487277,-24.309281778822733,-23.72073235110294,-23.14079345132787,-22.56946507949753,-22.00674723561194,-21.452639919671096,-20.90714313167498,-20.37025687162359,-19.84198113951695,-19.322315935355036,-18.811261259137847,-18.30881711086541,-17.81498349053772,-17.329760398154754,-16.85314783371652,-16.385145797223032,-15.925754288674268,-15.474973308070235,-15.032802855410946,-14.59924293069641,-14.174293533926603,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2400,0.145395613296594,-32.274159641286836,-31.587454238364742,-30.909189965751153,-30.239366823446066,-29.57798481144947,-28.92504392976139,-28.280544178381806,-27.644485557310738,-27.016868066548156,-26.397691706094093,-25.786956475948525,-25.184662376111447,-24.590809406582885,-24.005397567362817,-23.42842685845126,-22.859897279848198,-22.299808831553626,-21.748161513567574,-21.204955325890033,-20.670190268520987,-20.14386634146043,-19.625983544708394,-19.116541878264844,-18.61554134212979,-18.12298193630325,-17.638863660785226,-17.163186515575696,-16.695950500674655,-16.23715561608213,-15.7868018617981,-15.34488923782256,-14.911417744155537,-14.486387380797028,-14.069798147747012,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2450,0.145395613296594,-31.823209586747627,-31.149731242918822,-30.484531439547137,-29.827610176632568,-29.178967454175112,-28.53860327217479,-27.90651763063158,-27.2827105295455,-26.667181968916534,-26.059931948744698,-25.46096046902997,-24.870267529772352,-24.287853130971868,-23.713717272628497,-23.147859954742255,-22.590281177313123,-22.0409809403411,-21.499959243826215,-20.967216087768456,-20.44275147216781,-19.926565397024277,-19.41865786233787,-18.91902886810858,-18.427678414336395,-17.944606501021344,-17.469813128163427,-17.00329829576261,-16.545062003818916,-16.09510425233235,-15.653425041302894,-15.220024370730549,-14.794902240615334,-14.378058650957254,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2500,0.145395613296594,-31.39000769385983,-30.729235547268722,-30.07658575382915,-29.43205831354112,-28.79565322640462,-28.16737049241968,-27.547210111586267,-26.93517208390441,-26.33125640937408,-25.73546308799531,-25.147792119768066,-24.568243504692354,-23.996817242768195,-23.43351333399557,-22.878331778374495,-22.331272575904954,-21.79233572658694,-21.261521230420485,-20.73882908740558,-20.224259297542208,-19.717811860830366,-19.219486777270077,-18.72928404686132,-18.247203669604097,-17.773245645498424,-17.307409974544303,-16.849696656741713,-16.40010569209066,-15.958637080591153,-15.52529082224318,-15.100066917046743,-14.682965365001852,-14.27398616610852,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2550,0.145395613296594,-30.97351728921256,-30.324960872411747,-29.68437665038811,-29.051764623141644,-28.427124790672337,-27.81045715298022,-27.201761710065263,-26.601038461927487,-26.008287408566876,-25.42350854998345,-24.846701886177186,-24.277867417148084,-23.717005142896163,-23.164115063421406,-22.619197178723834,-22.082251488803422,-21.55327799366017,-21.032276693294108,-20.519247587705227,-20.014190676893506,-19.51710596085895,-19.027993439601577,-18.546853113121365,-18.073684981418317,-17.60848904449245,-17.151265302343774,-16.70201375497225,-16.260734402377896,-15.82742724456072,-15.402092281520709,-14.984729513257863,-14.575338939772195,-14.173920561063714,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2600,0.145395613296594,-30.57278112456836,-29.935978038301084,-29.307002672347593,-28.685855026707888,-28.072535101381956,-27.467042896369822,-26.869378411671462,-26.2795416472869,-25.697532603216114,-25.123351279459122,-24.556997676015904,-23.998471792886463,-23.447773630070817,-22.904903187568944,-22.36986046538087,-21.84264546350657,-21.323258181946045,-20.811698620699314,-20.30796677976638,-19.812062659147223,-19.32398625884184,-18.84373757885025,-18.371316619172436,-17.9067233798084,-17.449957860758158,-17.001020062021713,-16.55990998359904,-16.126627625490144,-15.701172987695042,-15.283546070213719,-14.873746873046166,-14.47177539619241,-14.077631639652452,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2650,0.145395613296594,-30.18691390302928,-29.561427708684416,-28.943630124987095,-28.333521151937322,-27.731100789535088,-27.13636903778041,-26.54932589667327,-25.969971366213688,-25.398305446401643,-24.834328137237158,-24.27803943872021,-23.729439350850797,-23.188527873628942,-22.655305007054622,-22.129770751127865,-21.61192510584864,-21.101768071216956,-20.59929964723283,-20.10451983389626,-19.617428631207225,-19.13802603916573,-18.666312057771794,-18.202286687025392,-17.745949926926528,-17.297301777475223,-16.856342238671473,-16.42307131051526,-15.997488993006588,-15.579595286145473,-15.16939018993189,-14.76687370436585,-14.372045829447364,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2700,0.145395613296594,-29.815095634173346,-29.200513940681255,-28.59348681737007,-27.9940142642398,-27.402096281290437,-26.817732868521997,-26.24092402593446,-25.671669753527848,-25.10997005130214,-24.555824919257358,-24.009234357393478,-23.4701983657105,-22.938716944208448,-22.4147900928873,-21.898417811747077,-21.389600100787757,-20.888336960009337,-20.394628389411846,-19.908474388995277,-19.429874958759612,-18.95883009870485,-18.495339808831016,-18.03940408913808,-17.591022939626054,-17.150196360294945,-16.716924351144765,-16.291206912175486,-15.873044043387114,-15.462435744779663,-15.059382016353117,-14.663882858107478,-14.275938270042758,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2750,0.145395613296594,-29.456565712791342,-28.852498436806336,-28.255856485523875,-27.666639858943967,-27.0848485570666,-26.510482579891793,-25.943541927419528,-25.38402659964982,-24.83193659658266,-24.287271918218057,-23.750032564555994,-23.220218535596473,-22.69782983133951,-22.182866451785088,-21.675328396933228,-21.17521566678391,-20.68252826133713,-20.197266180592912,-19.719429424551258,-19.24901799321214,-18.78603188657556,-18.330471104641546,-17.882335647410073,-17.44162551488114,-17.008340707054764,-16.58248122393095,-16.164047065509674,-15.753038231790944,-15.349454722774773,-14.95329653846114,-14.564563678850053,-14.183256143941522,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2800,0.145395613296594,-29.110617630891692,-28.516695411745534,-27.930073812084228,-27.350752831907776,-26.77873247121617,-26.21401273000943,-25.656593608287537,-25.106475106050507,-24.563657223298325,-24.028139960031005,-23.499923316248534,-22.979007291950907,-22.465391887138146,-21.95907710181023,-21.46006293596718,-20.968349389608974,-20.483936462735613,-20.00682415534712,-19.537012467443493,-19.074501399024708,-18.61929095009077,-18.171381120641698,-17.730771910677472,-17.29746332019809,-16.871455349203575,-16.452747997693923,-16.041341265669114,-15.637235153129156,-15.24042966007406,-14.850924786503812,-14.46872053241841,-14.093816897817868,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
2850,0.145395613296594,-28.776594245306754,-28.192466998486506,-27.615519969247444,-27.045753157589566,-26.483166563512864,-25.927760187017363,-25.37953402810304,-24.838488086769914,-24.304622363017963,-23.77793685684721,-23.258431568257635,-22.746106497249237,-22.240961643822033,-21.742997007976008,-21.25221258971118,-20.768608389027527,-20.292184405925056,-19.82294064040378,-19.3608770924637,-18.905993762104796,-18.458290649327072,-18.017767754130542,-17.58442507651519,-17.158262616481014,-16.739280374028038,-16.327478349156255,-15.922856541865652,-15.525414952156227,-15.135153580027996,-14.752072425480943,-14.37617148851507,-14.007450769130388,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,True,False,False,False,False,False,False
