temperature_K,zero_vibr_energy,log10_k_diss_level_0,log10_k_diss_level_1,log10_k_diss_level_2,log10_k_diss_level_3,log10_k_diss_level_4,log10_k_diss_level_5,log10_k_diss_level_6,log10_k_diss_level_7,log10_k_diss_level_8,log10_k_diss_level_9,log10_k_diss_level_10,log10_k_diss_level_11,log10_k_diss_level_12,log10_k_diss_level_13,log10_k_diss_level_14,log10_k_diss_level_15,log10_k_diss_level_16,log10_k_diss_level_17,log10_k_diss_level_18,log10_k_diss_level_19,log10_k_diss_level_20,log10_k_diss_level_21,log10_k_diss_level_22,log10_k_diss_level_23,log10_k_diss_level_24,log10_k_diss_level_25,log10_k_diss_level_26,log10_k_diss_level_27,log10_k_diss_level_28,log10_k_diss_level_29,log10_k_diss_level_30,log10_k_diss_level_31,log10_k_diss_level_32,log10_k_diss_level_33,log10_k_diss_level_34,log10_k_diss_level_35,log10_k_diss_level_36,log10_k_diss_level_37,log10_k_diss_level_38,log10_k_diss_level_39,log10_k_diss_level_40,log10_k_diss_level_41,log10_k_diss_level_42,log10_k_diss_level_43,log10_k_diss_level_44,log10_k_diss_level_45,log10_k_diss_level_46,reaction_N2N,reaction_N2N2,reaction_N2O,reaction_NON,reaction_NOO,reaction_O2O,reaction_O2O2
1000,0.0973380969084498,-35.525687571348826,-34.5059867538236,-33.5019854354649,-32.51368361627271,-31.541081296247032,-30.584178475387866,-29.6429751536952,-28.717471331169076,-27.807667007809496,-26.913562183616353,-26.035156858589755,-25.172451032729697,-24.32544470603613,-23.494137878509108,-22.678530550148576,-21.87862272095459,-21.09441439092703,-20.32590556006603,-19.573096228371565,-18.83598639584359,-18.114576062482158,-17.408865228287215,-16.718853893258768,-16.044542057396864,-15.3859297207015,-14.74301688317257,-14.115803544810241,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1050,0.0973380969084498,-34.26675079760286,-33.29393024645642,-32.336087417372575,-31.393222310351316,-30.465334925392654,-29.552425262496577,-28.654493321663082,-27.771539102892206,-26.90356260618395,-26.050563831538216,-25.2125427789551,-24.389499448434606,-23.581433839976683,-22.78834595358138,-22.010235789248647,-21.247103346978538,-20.49894862677094,-19.765771628625973,-19.04757235254362,-18.344350798523838,-17.65610696656668,-16.982840856672084,-16.324552468840068,-15.68124180307067,-15.052908859363889,-14.439553637719627,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1100,0.0973380969084498,-33.12128954204497,-32.191131324135554,-31.275293991250276,-30.37377754338913,-29.486581980552124,-28.613707302739247,-27.75515350995049,-26.910920602185897,-26.081008579445463,-25.265417441729095,-24.46414718903689,-23.677197821368846,-22.904569338724915,-22.146261741105146,-21.40227502850949,-20.672609200937995,-19.957264258390563,-19.2562402008673,-18.56953702836819,-17.8971547408932,-17.239093338442366,-16.59535282101565,-15.965933188613047,-15.350834441234603,-14.750056578880324,-14.163599601550104,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1150,0.0973380969084498,-32.074524704403785,-31.18335934697858,-30.305914533408664,-29.44219026369403,-28.59218653783468,-27.75590335583061,-26.93334071768181,-26.12449862338832,-25.329377072950138,-24.547976066367173,-23.780295603639516,-23.02633568476717,-22.286096309750082,-21.55957747858831,-20.846779191281794,-20.147701447830592,-19.4623442482346,-18.790707592493927,-18.132791480608557,-17.48859591257845,-16.85812088840365,-16.241366408084115,-15.638332471619846,-15.049019079010884,-14.47342623025723,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1200,0.0973380969084498,-31.114141238207907,-30.258756406078355,-29.4165412343318,-28.587495722968235,-27.771619871987664,-26.968913681390077,-26.179377151175476,-25.40301028134389,-24.63981307189532,-23.889785522829673,-23.152927634147048,-22.42923940584744,-21.7187208379308,-21.021371930397184,-20.33719268324653,-19.666183096478903,-19.008343170094196,-18.363672904092514,-17.732172298473845,-17.113841353238147,-16.508680068385466,-15.916688443915756,-15.337866479829023,-14.772214176125305,-14.219731532804603,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1250,0.0973380969084498,-30.229794958013585,-29.407362389779134,-28.597592142882085,-27.800484217322428,-27.016038613100175,-26.24425533021531,-25.485134368667833,-24.738675728457775,-24.004879409585136,-23.283745412049832,-22.575273735851955,-21.879464380991493,-21.19631734746841,-20.525832635282747,-19.868010244434462,-19.2228501749236,-18.590352426750066,-17.970516999913965,-17.363343894415276,-16.768833110253965,-16.186984647430076,-15.617798505943565,-15.061274685794434,-14.517413186982722,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1300,0.0973380969084498,-29.412733246557643,-28.620749736665196,-27.84095974887233,-27.073363283179035,-26.317960339585316,-25.57475091809117,-24.843735018696588,-24.124912641401608,-23.41828378620622,-22.723848453110357,-22.041606642114086,-21.371558353217413,-20.7137035864203,-20.068042341722787,-19.434574619124827,-18.813300418626472,-18.204219740227625,-17.607332583928386,-17.02263894972874,-16.450138837628653,-15.889832247628165,-15.341719179727233,-14.80579963392586,-14.282073610224085,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1350,0.0973380969084498,-28.655500114088223,-27.89173941979312,-27.139737723997797,-26.39949502670225,-25.671011327906484,-24.954286627610493,-24.24932092581427,-23.55611422251785,-22.874666517721224,-22.204977811424325,-21.547048103627226,-20.900877394329925,-20.266465683532385,-19.64381297123465,-19.03291925743667,-18.433784542138497,-17.846408825340035,-17.270792107041384,-16.706934387242534,-16.154835665943438,-15.614495943144147,-15.085915218844615,-14.569093493044846,-14.064030765744876,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1400,0.0973380969084498,-27.95170450813672,-27.214177840633653,-26.488006267784574,-25.77318978958948,-25.069728406048377,-24.377622117161252,-23.696870922928102,-23.027474823348964,-22.369433818423833,-21.72274790815263,-21.08741709253544,-20.46344137157225,-19.850820745263036,-19.24955521360783,-18.659644776606587,-18.081089434259358,-17.513889186566054,-16.958044033526765,-16.41355397514148,-15.880419011410163,-15.358639142332857,-14.848214367909517,-14.349144688140148,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1450,0.0973380969084498,-27.295836596045525,-26.582759920014976,-25.88066190212474,-25.18954254237481,-24.50940184076519,-23.840239797295872,-23.18205641196685,-22.534851684778165,-21.898625615729802,-21.273378204821697,-20.65910945205392,-20.05581935742647,-19.46350792093931,-18.88217514259248,-18.311821022385942,-17.752445560319735,-17.204048756393778,-16.666630610608156,-16.14019112296286,-15.624730293457855,-15.120248122093178,-14.626744608868792,-14.144219753784702,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1500,0.0973380969084498,-26.683120818794972,-25.992887598929997,-25.313281335201307,-24.644302027608894,-23.985949676152764,-23.33822428083291,-22.70112584164933,-22.07465435860205,-21.45880983169107,-20.853592260916322,-20.259001646277873,-19.675037987775724,-19.10170128540984,-18.53899153918026,-17.98690874908694,-17.445452915129927,-16.914624037309135,-16.394422115624653,-15.884847150076467,-15.385899140664545,-14.897578087388927,-14.419883990249573,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1550,0.0973380969084498,-26.10939740701682,-25.440555747495324,-24.78201169575811,-24.13376525180518,-23.495816415636533,-22.868165187252167,-22.25081156665207,-21.643755553836282,-21.046997148804792,-20.460536351557536,-19.884373162094583,-19.318507580415933,-18.762939606521545,-18.217669240411468,-17.682696482085653,-17.15802133154414,-16.64364378878686,-16.13956385381389,-15.645781526625216,-15.16229680722081,-14.689109695600706,-14.22622019176487,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1600,0.0973380969084498,-25.571026128602067,-24.922259482021914,-24.2834813646772,-23.65469177656792,-23.035890717694077,-22.42707818805566,-21.828254187652675,-21.239418716485137,-20.660571774553055,-20.09171336185636,-19.532843478395115,-18.983962124169327,-18.445069299178954,-17.91616500342404,-17.39724923690454,-16.888321999620498,-16.389383291571836,-15.900433112758634,-15.42147146318088,-14.952498342838547,-14.493513751731667,-14.044517689860207,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1650,0.0973380969084498,-25.064807548696685,-24.434918345653404,-23.81472703129298,-23.204233605615407,-22.60343806862069,-22.01234042030882,-21.4309406606798,-20.85923878973365,-20.297234807470367,-19.74492871388989,-19.20232050899229,-18.66941019277756,-18.146197765245667,-17.632683226396644,-17.12886657623046,-16.63474781474715,-16.150326941946645,-15.675603957829013,-15.21057886239425,-14.755251655642327,-14.309622337573275,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1700,0.0973380969084498,-24.587918193991772,-23.975813878045322,-23.373133631426725,-22.779877454135974,-22.196045346173072,-21.621637307538016,-21.0566533382308,-20.501093438251445,-19.954957607599958,-19.41824584627627,-18.890958154280455,-18.373094531612498,-17.86465497827238,-17.365639494260122,-16.876048079575703,-16.395880734219148,-15.925137458190392,-15.463818251489506,-15.011923114116485,-14.569452046071294,-14.136405047353971,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1750,0.0973380969084498,-24.137856838461595,-23.5425378942773,-22.956384588785653,-22.37939692198665,-21.811574893880294,-21.252918504466578,-20.7034277537455,-20.16310264171709,-19.631943168381333,-19.109949333738186,-18.597121137787695,-18.09345858052987,-17.598961661964672,-17.113630382092143,-16.637464740912243,-16.170464738425004,-15.712630374630365,-15.263961649528394,-14.824458563119082,-14.3941211154024,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1800,0.0973380969084498,-23.712399746524614,-23.132949389115396,-22.562420354751954,-22.000812643434283,-21.44812625516239,-20.904361189936264,-20.369517447755904,-19.843595028621337,-19.32659393253256,-18.818514159489514,-18.319355709492257,-17.82911858254079,-17.347802778635085,-16.87540829777517,-16.411935139961017,-15.957383305192653,-15.511752793470018,-15.075043604793176,-14.647255739162127,-14.228389196576835,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1850,0.0973380969084498,-23.309563177813637,-22.745138433625822,-22.189403675410997,-21.642358903169153,-21.1040041169003,-20.574339316604426,-20.053364502281532,-19.54107967393164,-19.03748483155475,-18.542579975150804,-18.056365104719863,-17.57884022026192,-17.11000532177695,-16.649860409264985,-16.198405482725992,-15.755640542159998,-15.32156558756695,-14.896180618946905,-14.479485636299861,-14.071480639625792,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1900,0.0973380969084498,-22.927571814994945,-22.37739577517157,-21.835690345678398,-21.30245552651542,-20.77769131768265,-20.261397719180074,-19.753574731007692,-19.254222353165524,-18.763340585653573,-18.280929428471783,-17.80698888162021,-17.34151894509885,-16.88451961890768,-16.43599090304673,-15.995932797515962,-15.564345302315413,-15.141228417445019,-14.726582142904848,-14.320406478694892,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
1950,0.0973380969084498,-22.564832050837268,-22.028187116412543,-21.499804464959368,-20.979684096477744,-20.467826010967674,-19.96423020842915,-19.468896688862166,-18.98182545226675,-18.503016498642904,-18.032469827990564,-17.570185440309793,-17.116163335600586,-16.67040351386292,-16.232905975096816,-15.803670719302254,-15.382697746479257,-14.969987056627767,-14.565538649747849,-14.169352525839495,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2000,0.0973380969084498,-22.219909283633175,-21.69613125394827,-21.18041740603036,-20.672767739879443,-20.173182255495526,-19.681660952878598,-19.198203832028657,-18.722810892945727,-18.255482135629805,-17.796217560080837,-17.345017166298884,-16.901880954283936,-16.466808924035973,-16.03980107555502,-15.620857408841049,-15.209977923894089,-14.80716262071408,-14.412411499301088,-14.025724559655101,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2050,0.0973380969084498,-21.89150853621403,-21.379981417227846,-20.876329862760343,-20.380553872811525,-19.892653447381388,-19.41262858646993,-18.940479290077146,-18.476205558203063,-18.019807390847674,-17.571284788010928,-17.13063774969288,-16.697866275893528,-16.27297036661285,-15.855950021850866,-15.446805241607551,-15.045536025882937,-14.652142374676963,-14.266624287989691,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2100,0.0973380969084498,-21.57845784431459,-21.07860927403231,-20.586456463209732,-20.101999411846844,-19.62523811994366,-19.156172587500162,-18.694802814516358,-18.241128800992264,-17.795150546927882,-17.356868052323158,-16.926281317178145,-16.503390341492842,-16.088195125267223,-15.680695668501317,-15.280891971195095,-14.888784033348584,-14.504371854961727,-14.127655436034589,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2150,0.0973380969084498,-21.279693963224304,-20.790991168192974,-20.309812530239295,-19.836158049363263,-19.370027725564885,-18.91142155884415,-18.460339549201063,-18.016781696635636,-17.58074800114787,-17.15223846273772,-16.731253081405235,-16.31779185715041,-15.911854789973226,-15.513441879873707,-15.122553126851823,-14.739188530907605,-14.363348092040995,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2200,0.0973380969084498,-20.994250023724945,-20.516196234230936,-20.045502647789355,-19.582169264400196,-19.12619608406347,-18.67758310677916,-18.236330332547272,-17.802437761367823,-17.375905393240814,-16.956733228166193,-16.544921266144012,-16.14046950717427,-15.743377951256944,-15.353646598392057,-14.971275448579584,-14.596264501819553,-14.228613758111905,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2250,0.0973380969084498,-20.721244833953907,-20.253376096810214,-19.792710751801334,-19.33924879892727,-18.89299023818802,-18.453935069583583,-18.022083293113955,-17.597434908779153,-17.17998991657918,-16.76974831651399,-16.366710108583625,-15.970875292788087,-15.582243869127355,-15.200815837601452,-14.82659119821035,-14.45956995095408,-14.099752095832585,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2300,0.0973380969084498,-20.459873576622005,-20.001755913729497,-19.550691513659906,-19.106680376413223,-18.66972250198946,-18.23981789038861,-17.816966541610668,-17.40116845565565,-16.992423632523565,-16.590732072214355,-16.196093774728077,-15.808508740064724,-15.427976968224275,-15.054498459206757,-14.688073213012139,-14.328701229640451,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2350,0.0973380969084498,-20.209399693688997,-19.76062656227002,-19.318762823568573,-18.88380847758465,-18.45576352431826,-18.034627963769392,-17.62040179593805,-17.213085020824245,-16.81267763842798,-16.419179648749214,-16.032591051787985,-15.6529118475443,-15.28014203601813,-14.914281617209504,-14.555330591118391,-14.203288957744823,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2400,0.0973380969084498,-19.969147785268504,-19.529337802099896,-19.096299213388868,-18.670032019135423,-18.25053621933956,-17.837811814001267,-17.43185880312055,-17.03267718669743,-16.640266964731904,-16.25462813722392,-15.87576070417353,-15.503664665580732,-15.138340021445506,-14.779786771767872,-14.428004916547806,-14.082994455785336,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2450,0.0973380969084498,-19.738497377830722,-19.30729227518272,-18.88272608468745,-18.464798806344916,-18.05351044015511,-17.648860986118038,-17.25085044423369,-16.859478814502086,-16.474746096923226,-16.096652291497065,-15.725197398223651,-15.360381417102978,-15.002204348135031,-14.650666191319825,-14.305766946657341,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2500,0.0973380969084498,-19.516877439971918,-19.093940225478267,-18.677514629228238,-18.267600651221827,-17.864198291459036,-17.46730754993986,-17.0769284266643,-16.69306092163237,-16.315705034844072,-15.944860766299362,-15.580528115998282,-15.222707083940834,-14.871397670126997,-14.526599874556792,-14.188313697230194,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2550,0.0973380969084498,-19.30376154312361,-18.888774839618375,-18.480177346844194,-18.077969064801064,-17.682149993488988,-17.29272013290796,-16.909679483057978,-16.533028043939062,-16.16276581555121,-15.79889279789438,-15.441408990968613,-15.090314394773909,-14.745609009310249,-14.407292834577653,-14.075365870576098,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2600,0.0973380969084498,-19.098663580369998,-18.691328124950765,-18.290264080256065,-17.8954714462859,-17.506950223040274,-17.124700410519182,-16.74872200872262,-16.379015017650605,-16.01557943730314,-15.658415267680178,-15.307522508781764,-14.962901160607899,-14.62455122315856,-14.29247269643377,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2650,0.0973380969084498,-18.901133969654307,-18.501167253969037,-18.107358498551733,-17.719707703402396,-17.338214868521028,-16.962879993907627,-16.593703079562186,-16.230684125484725,-15.873823131675243,-15.523120098133697,-15.178575024860132,-14.840187911854544,-14.507958759116915,-14.181887566647266,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2700,0.0973380969084498,-18.710756278580018,-18.317891314667087,-17.93107497116075,-17.55030724806101,-17.17558814536786,-16.806917663081304,-16.44429580120134,-16.087722559727975,-15.73719793866122,-15.392721938001028,-15.054294557747442,-14.72191579790046,-14.395585658460062,-14.07530413942627,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2750,0.0973380969084498,-18.52714421714997,-18.1411284151539,-17.761055782622385,-17.386926319555425,-17.018740025953022,-16.65649690181517,-16.300196947141874,-15.94984016193314,-15.605426546188976,-15.266956099909338,-14.934428823094267,-14.607844715743761,-14.287203777857805,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2800,0.0973380969084498,-18.34993895245385,-17.970533098247728,-17.59696864554831,-17.229245594355596,-16.867363944669588,-16.51132369649028,-16.16112484981767,-15.816767404651781,-15.478251360992603,-15.145576718840102,-14.818743478194317,-14.497751639055247,-14.182601201422871,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2850,0.0973380969084498,-18.1788067057711,-17.80578402798546,-17.438504475161906,-17.076968047300433,-16.721174744401047,-16.37112456646374,-16.026817513488517,-15.688253585475383,-15.355432782424346,-15.028355104335366,-14.707020551208478,-14.391429123043686,-14.081580819840969,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
2900,0.0973380969084498,-18.01343659801044,-17.646581915234567,-17.28537539384828,-16.92981703385157,-16.579906835244447,-16.235644798026904,-15.897030922198937,-15.564065207760562,-15.236747654711781,-14.915078263052555,-14.599057032782921,-14.288683963902882,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,False,False,False,False,False,True,False
